x,y,yaw,v
0.15049662,3.13135951,1.7237654638155144,2.9886000518300246
0.13247546,3.24819301,1.7239909283990398,2.981224748571676
0.113995,3.36776226,1.7243719125054418,2.974567980250694
0.09506457,3.48987406,1.7249001649799025,2.9684515976488606
0.07569348,3.61433525,1.7255695080322426,2.9627407956479894
0.05589104,3.74095265,1.7263753516082632,2.9573159938681037
0.03566658,3.86953308,1.7273146838245508,2.9520784815107266
0.01502941,3.99988335,1.7283858588053445,2.946947719569114
-0.00601115,4.13181029,1.7295883707086355,2.941846556062109
-0.02744578,4.26512073,1.7309229121474632,2.9367047703518687
-0.04926516,4.39962148,1.7323913181473587,2.9314653961853585
-0.07145999,4.53511937,1.733996326066148,2.9260651519979612
-0.09402093,4.67142122,1.7357417711880188,2.9204378077611812
-0.11693867,4.80833385,1.7376326901651766,2.9145275623633284
-0.1402039,4.94566408,1.7396750791147866,2.9082716462800633
-0.1638073,5.08321873,1.7418760550752739,2.9015955255097876
-0.18773954,5.22080463,1.7442441253743384,2.8944272004842038
-0.21199132,5.3582286,1.7467890878220622,2.886687147053901
-0.23655331,5.49529745,1.749522161666746,2.8782807044729646
-0.2614162,5.63181802,1.7524562937325674,2.8691073752348917
-0.28657067,5.76759712,1.7556062103063026,2.85904879089926
-0.3120074,5.90244158,1.7589887511133735,2.847969091530685
-0.33771707,6.03615821,1.762623167280403,2.8357148822997362
-0.36369037,6.16855384,1.7665313937005178,2.822105584393937
-0.38991798,6.29943529,1.7707385302377436,2.806934836360398
-0.41639059,6.42860938,1.7752732528728756,2.789951840668744
-0.44309886,6.55588294,1.7801686537369368,2.7708662667062476
-0.47003349,6.68106278,1.7854629148987047,2.749342208541092
-0.49718516,6.80395573,1.7912000952051186,2.7249778491693966
-0.52454456,6.92436861,1.7974313896511958,2.697290554730354
-0.55210235,7.04210824,1.8042167420985256,2.665717246333441
-0.57984924,7.15698145,1.8116264644762479,2.629591093634426
-0.60777589,7.26879505,1.8197435078752071,2.588112870772424
-0.63587299,7.37735586,1.8286666379232264,2.540355151050972
-0.66413123,7.48247072,1.8385138726773702,2.374869121842937
-0.69254128,7.58394643,1.8523830216862582,2.4784714917907715
-0.73542063,7.72891404,1.8682885311450144,2.283604379304136
-0.77858916,7.86460695,1.890623952055201,2.134853802996117
-0.82201541,7.9903732,1.917583627870714,1.951372134093741
-0.86566795,8.10556081,1.9506813017281193,1.7292071616570366
-0.90951532,8.20951779,1.9921390674462047,1.334365633810031
-0.95352608,8.30159218,2.0558328390299807,1.0874307318913612
-1.0124069,8.40474712,2.1602848119687494,0.5
-1.08622422,8.5,2.82892771362883,0.6481534474415278
-1.3070626,8.5,-3.0535978541589883,1.5031907929845798
-1.52366463,8.46140786,-2.9440582893140768,2.9487848863371036
-1.7392442,8.41350129,-2.9421405056825742,2.414573043411245
-1.95644258,8.37392624,-2.968904505588093,2.8082512752911923
-2.17427621,8.33762063,-2.976443979897323,2.6298929957720913
-2.39210985,8.30131503,-2.960904596279992,2.617745243554845
-2.6087062,8.25825876,-2.9447809894334003,2.751464817485376
-2.82525604,8.21494879,-2.954754968535597,2.6176956096227326
-3.04264657,8.17622557,-2.970879372390028,2.8560676284897095
-3.2604802,8.13991997,-2.976443979897323,2.5266748171252185
-3.47831384,8.10361436,-2.955759013240202,2.483287704587318
-3.69443903,8.05833449,-2.9327856154161154,2.9391437831730616
-3.91037533,8.01206243,-2.930499339342832,2.61126345148023
-4.12631163,7.96579037,-2.9469373492251405,2.5984477169194724
-4.34262646,7.92684339,-2.9299544425481385,2.304245848450277
-4.55687116,7.87328221,-2.896613984971682,1.7656478944254823
-4.77111585,7.81972104,-2.973807266018632,1.9082548142673956
-4.98952646,7.8,-3.0365396593719223,2.2371764914364447
-5.2081829,7.77363618,-2.9989913689573817,2.491284449428535
-5.42601654,7.73733058,-2.976443979897323,3.0
-5.64385017,7.70102497,-2.976443979897323,2.566763421390851
